team,opendota_id,rank,rating,slug,,tier
"[aLL]Star.dota2

1,000",8409,43,353,8409-all-star-dota2,,5
"Vladimir

1,000",8410,43,353,8410-vladimir,,5
"RedSun

1,000",8411,43,353,8411-redsun,,5
"First Gone

1,000",8417,43,353,8417-first-gone,,5
"AllTheClowns

1,000",8419,43,353,8419-alltheclowns,,5
"Nakama

1,000",8425,43,353,8425-nakama,,5
"Dirty Old Man

1,000",8429,43,353,8429-dirty-old-man,,5
"NGS1

1,000",8435,43,353,8435-ngs1,,5
"No more

1,000",8437,43,353,8437-no-more,,5
"Prodigious.Dota2

1,000",8439,43,353,8439-prodigious-dota2,,5
"Feed Gamin

1,000",8442,43,353,8442-feed-gamin,,5
"Gujju Party

1,000",8445,43,353,8445-gujju-party,,5
"PAW - PAW

1,000",8446,43,353,8446-paw-paw,,5
"AgI Elite

1,000",8452,43,353,8452-agi-elite,,5
"Fancy And Professional

1,000",8457,43,353,8457-fancy-and-professional,,5
"P E E N O Y Z

1,000",8458,43,353,8458-p-e-e-n-o-y-z,,5
"TEAM ABBIE

1,000",8463,43,353,8463-team-abbie,,5
"God0fDota

1,000",8464,43,353,8464-god0fdota,,5
"Extr3mity

1,000",8466,43,353,8466-extr3mity,,5
"Tamarind Esport

1,000",8467,43,353,8467-tamarind-esport,,5
"Paket Malam

1,000",8472,43,353,8472-paket-malam,,5
"NANANA

1,000",8473,43,353,8473-nanana,,5
"SEEKuBLOOD

1,000",8478,43,353,8478-seekublood,,5
"Team Sexist

1,000",8479,43,353,8479-team-sexist,,5
"Lords of the Spells

1,000",8483,43,353,8483-lords-of-the-spells,,5
"N7 Players

1,000",8495,43,353,8495-n7-players,,5
"Hell Yeah

1,000",8498,43,353,8498-hell-yeah,,5
"Wew

1,000",8499,43,353,8499-wew,,5
"AeternaGaming

1,000",8501,43,353,8501-aeternagaming,,5
"RevivaL.eSports

1,000",8512,43,353,8512-revival-esports,,5
"Team Rage

1,000",8514,43,353,8514-team-rage,,5
"5 Shild Knight

1,000",8516,43,353,8516-5-shild-knight,,5
"bad vibrations

1,000",8517,43,353,8517-bad-vibrations,,5
"The God Clan

1,000",8521,43,353,8521-the-god-clan,,5
"Limitless

1,000",8522,43,353,8522-limitless,,5
"Roh 6aal3a

1,000",8523,43,353,8523-roh-6aal3a,,5
"Team Forte

1,000",8524,43,353,8524-team-forte,,5
"MarDz

1,000",8526,43,353,8526-mardz,,5
"Rookie Avenge

1,000",8536,43,353,8536-rookie-avenge,,5
"[S]torm

1,000",8553,43,353,8553-s-torm,,5
"JuxKidding

1,000",8554,43,353,8554-juxkidding,,5
"Kannivalism

1,000",8556,43,353,8556-kannivalism,,5
"9arena

1,000",8557,43,353,8557-9arena,,5
"Magic eSport

1,000",8559,43,353,8559-magic-esport,,5
"wartune team

1,000",8560,43,353,8560-wartune-team,,5
"RegalioN

1,000",8570,43,353,8570-regalion,,5
"RGN_Lebott

1,000",8572,43,353,8572-rgn-lebott,,5
"Infamous Psychopaths

1,000",8576,43,353,8576-infamous-psychopaths,,5
"Old Legit Doto

1,000",8579,43,353,8579-old-legit-doto,,5
"SeverN E-Sport

1,000",8592,43,353,8592-severn-e-sport,,5
"Feel Nilvalen

1,000",8596,43,353,8596-feel-nilvalen,,5
"Bacons

1,000",8597,43,353,8597-bacons,,5
"R.net Rachma gaming

1,000",8598,43,353,8598-r-net-rachma-gaming,,5
"Shoot 2 Kill

1,000",8603,43,353,8603-shoot-2-kill,,5
"Valonica.MM

1,000",8615,43,353,8615-valonica-mm,,5
"V5.pia

1,000",8619,43,353,8619-v5-pia,,5
"Never 4get

1,000",8638,43,353,8638-never-4get,,5
"Weltschmerz Gaming

1,000",8661,43,353,8661-weltschmerz-gaming,,5
"Team Gizzard

1,000",8673,43,353,8673-team-gizzard,,5
"Evolution.Art

1,000",8679,43,353,8679-evolution-art,,5
"NirvanaKazahstan

1,000",8680,43,353,8680-nirvanakazahstan,,5
"Team FoxxTrott

1,000",8683,43,353,8683-team-foxxtrott,,5
"Insan1ty.Gaming

1,000",8686,43,353,8686-insan1ty-gaming,,5
"Tactical Riot Gaming

1,000",8688,43,353,8688-tactical-riot-gaming,,5
"Exodus Wolves

1,000",8689,43,353,8689-exodus-wolves,,5
"we Are wanieun

1,000",8690,43,353,8690-we-are-wanieun,,5
"X-Team 7Eleven

1,000",8692,43,353,8692-x-team-7eleven,,5
"Xonce Gaming

1,000",8707,43,353,8707-xonce-gaming,,5
"Heroes of the Wars

1,000",8749,43,353,8749-heroes-of-the-wars,,5
"Cronatic Team 13""

1,000",8750,43,353,8750-cronatic-team-13,,5
"Team Pogi

1,000",8751,43,353,8751-team-pogi,,5
"oleole

1,000",8752,43,353,8752-oleole,,5
"Team Tenutus

1,000",8753,43,353,8753-team-tenutus,,5
"Noobstar Team

1,000",8754,43,353,8754-noobstar-team,,5
"GaG

1,000",8756,43,353,8756-gag,,5
"Nafarious Titans

1,000",8757,43,353,8757-nafarious-titans,,5
"Joselito Prince Aquino

1,000",8758,43,353,8758-joselito-prince-aquino,,5
"Team Unbreakable

1,000",8759,43,353,8759-team-unbreakable,,5
"bskb.justin

1,000",8760,43,353,8760-bskb-justin,,5
"AerSnipe

1,000",8763,43,353,8763-aersnipe,,5
"Zyrix

1,000",8764,43,353,8764-zyrix,,5
"Born To Feed

1,000",8774,43,353,8774-born-to-feed,,5
"Vietnam New Team

1,000",8775,43,353,8775-vietnam-new-team,,5
"PatrickBelano

1,000",8776,43,353,8776-patrickbelano,,5
"Razer.TeamEternity

1,000",8777,43,353,8777-razer-teameternity,,5
"Only1King

1,000",8778,43,353,8778-only1king,,5
"Tactical Monkeys

1,000",8779,43,353,8779-tactical-monkeys,,5
"Newbie Gang

1,000",8783,43,353,8783-newbie-gang,,5
"[SD2] Blizzard

1,000",8793,43,353,8793-sd2-blizzard,,5
"TRUE-vision

1,000",8795,43,353,8795-true-vision,,5
"yasmenn

1,000",8796,43,353,8796-yasmenn,,5
"Ghost Gamers

1,000",8802,43,353,8802-ghost-gamers,,5
"The Walkery

1,000",8803,43,353,8803-the-walkery,,5
"Divine Rape-iers

1,000",8850,43,353,8850-divine-rape-iers,,5
"Madstop Gaming

1,000",8851,43,353,8851-madstop-gaming,,5
"YOLO

1,000",8852,43,353,8852-yolo,,5
"5-Holy-Beast

1,000",8853,43,353,8853-5-holy-beast,,5
"No Smoke King

1,000",8854,43,353,8854-no-smoke-king,,5
"Lucent Synergy

1,000",8855,43,353,8855-lucent-synergy,,5
"Solus Incedere

1,000",8861,43,353,8861-solus-incedere,,5
"Killer i5

1,000",8864,43,353,8864-killer-i5,,5
"Egor_i_prigorevshie

1,000",8870,43,353,8870-egor-i-prigorevshie,,5
"Jabbatwoneez

1,000",8871,43,353,8871-jabbatwoneez,,5
"CaseClosed

1,000",8873,43,353,8873-caseclosed,,5
"BLOOD.RAGE

1,000",8876,43,353,8876-blood-rage,,5
"Standin`Gaming.PH

1,000",8879,43,353,8879-standin-gaming-ph,,5
"Game On

1,000",8881,43,353,8881-game-on,,5
"Soul.Reapers

1,000",8885,43,353,8885-soul-reapers,,5
"just_3KILLER

1,000",8886,43,353,8886-just-3killer,,5
"Legend iMmOrTaL - Gaming

1,000",8889,43,353,8889-legend-immortal-gaming,,5
"BukidGaming

1,000",8891,43,353,8891-bukidgaming,,5
"painchows

1,000",8892,43,353,8892-painchows,,5
"SouthBOUND

1,000",8894,43,353,8894-southbound,,5
"HeavensOnslaughtTeam

1,000",8898,43,353,8898-heavensonslaughtteam,,5
"Team Armstrong

1,000",8902,43,353,8902-team-armstrong,,5
"HazzarD

1,000",8903,43,353,8903-hazzard,,5
"LHeart D2

1,000",8904,43,353,8904-lheart-d2,,5
"Insidi0us

1,000",8928,43,353,8928-insidi0us,,5
"Solstice?

1,000",8929,43,353,8929-solstice,,5
"NoobtZ.Dota2

1,000",8931,43,353,8931-noobtz-dota2,,5
"Wings of a Formation

1,000",8932,43,353,8932-wings-of-a-formation,,5
"WR

1,000",8935,43,353,8935-wr,,5
"Johnny`

1,000",8936,43,353,8936-johnny,,5
"United Forces of Corruption

1,000",8937,43,353,8937-united-forces-of-corruption,,5
"KINETIC GAMING

1,000",8938,43,353,8938-kinetic-gaming,,5
"Lastminute

1,000",8940,43,353,8940-lastminute,,5
"Primal Fire

1,000",8943,43,353,8943-primal-fire,,5
"Leetakeo

1,000",8945,43,353,8945-leetakeo,,5
"Whoops Dota II

1,000",8950,43,353,8950-whoops-dota-ii,,5
"Y.O.L.O. Gaming.Dota2

1,000",8956,43,353,8956-y-o-l-o-gaming-dota2,,5
"Arcanis

1,000",8963,43,353,8963-arcanis,,5
"SG

1,000",8964,43,353,8964-sg,,5
"Owning With Noobs

1,000",8966,43,353,8966-owning-with-noobs,,5
"Privaron Espada

1,000",8967,43,353,8967-privaron-espada,,5
"Hyper Gaming Network

1,000",8968,43,353,8968-hyper-gaming-network,,5
"Brave Heart Team

1,000",8969,43,353,8969-brave-heart-team,,5
"UBERMA-S

1,000",8979,43,353,8979-uberma-s,,5
"Exponent Gaming

1,000",8985,43,353,8985-exponent-gaming,,5
"BetLords

1,000",8986,43,353,8986-betlords,,5
"Access Checkpoint

1,000",8992,43,353,8992-access-checkpoint,,5
"The Price Of Peace

1,000",8995,43,353,8995-the-price-of-peace,,5
"Snailz

1,000",8996,43,353,8996-snailz,,5
"GENTLE GANK

1,000",9000,43,353,9000-gentle-gank,,5
"Legends-Gaming

1,000",9008,43,353,9008-legends-gaming,,5
"RubberRubbits

1,000",9015,43,353,9015-rubberrubbits,,5
"YoYo Gaming

1,000",9016,43,353,9016-yoyo-gaming,,5
"Remember The Name Vengeance

1,000",9019,43,353,9019-remember-the-name-vengeance,,5
"BB and friends

1,000",9020,43,353,9020-bb-and-friends,,5
"George Town

1,000",9021,43,353,9021-george-town,,5
"Slitaz

1,000",9026,43,353,9026-slitaz,,5
"NotSay

1,000",9027,43,353,9027-notsay,,5
"Electronic Wave

1,000",9028,43,353,9028-electronic-wave,,5
"Anti-Hero INA

1,000",9035,43,353,9035-anti-hero-ina,,5
"2manbettors

1,000",9037,43,353,9037-2manbettors,,5
"New ACE

1,000",9039,43,353,9039-new-ace,,5
"RosveltKotols

1,000",9040,43,353,9040-rosveltkotols,,5
"Reign of Shadow

1,000",9041,43,353,9041-reign-of-shadow,,5
"Dundo Doktore Nauci Nas

1,000",9044,43,353,9044-dundo-doktore-nauci-nas,,5
"X Kings.DotA2

1,000",9046,43,353,9046-x-kings-dota2,,5
"DoggyDo.Gaming

1,000",9047,43,353,9047-doggydo-gaming,,5
"NightMare

1,000",9048,43,353,9048-nightmare,,5
"BRGY.JorT.Moo is <3

1,000",9049,43,353,9049-brgy-jort-moo-is-3,,5
"Paksit Panit Gaming

1,000",9055,43,353,9055-paksit-panit-gaming,,5
"LuxuryTeamDota2

1,000",9056,43,353,9056-luxuryteamdota2,,5
"Destructor Of Ancient

1,000",9063,43,353,9063-destructor-of-ancient,,5
"StAinD

1,000",9081,43,353,9081-staind,,5
"Mongooses

1,000",9087,43,353,9087-mongooses,,5
"Team Avengers.mm

1,000",9089,43,353,9089-team-avengers-mm,,5
"Rhino Rockets

1,000",9090,43,353,9090-rhino-rockets,,5
"Hard Destroyers

1,000",9096,43,353,9096-hard-destroyers,,5
"Immortal Fire

1,000",9100,43,353,9100-immortal-fire,,5
"THE SENTINEL DOTA 2

1,000",9101,43,353,9101-the-sentinel-dota-2,,5
"Team TheOpera

1,000",9103,43,353,9103-team-theopera,,5
"Green Gaming Cyber

1,000",9105,43,353,9105-green-gaming-cyber,,5
"Hogs of War

1,000",9108,43,353,9108-hogs-of-war,,5
"united voyage gaming

1,000",9109,43,353,9109-united-voyage-gaming,,5
"ForgottenRealm

1,000",9110,43,353,9110-forgottenrealm,,5
"HeX.Gaming

1,000",9113,43,353,9113-hex-gaming,,5
"jokerwhales

1,000",9114,43,353,9114-jokerwhales,,5
"RDS

1,000",9116,43,353,9116-rds,,5
"Ugandan Pineapple

1,000",9117,43,353,9117-ugandan-pineapple,,5
"FRANKENSTEIN'

1,000",9119,43,353,9119-frankenstein,,5
"B.O.X

1,000",9127,43,353,9127-b-o-x,,5
"Team {SCREW}

1,000",9132,43,353,9132-team-screw,,5
"SEA's Dragons

1,000",9134,43,353,9134-sea-s-dragons,,5
"Koceng Rembes

1,000",9135,43,353,9135-koceng-rembes,,5
"NMP

1,000",9140,43,353,9140-nmp,,5
"Viet's Glory

1,000",9153,43,353,9153-viet-s-glory,,5
"We Are SuperMan

1,000",9154,43,353,9154-we-are-superman,,5
"Yo[CMN]Lo

1,000",9155,43,353,9155-yo-cmn-lo,,5
"3 A M

1,000",9156,43,353,9156-3-a-m,,5
"FlutterBeSWAG

1,000",9157,43,353,9157-flutterbeswag,,5
"Roque Sajulga

1,000",9169,43,353,9169-roque-sajulga,,5
"Nick[ER]

1,000",9174,43,353,9174-nick-er,,5
"Intelligence gaming

1,000",9176,43,353,9176-intelligence-gaming,,5
"KeepCalm

1,000",9178,43,353,9178-keepcalm,,5
"APORTS INC.

1,000",9185,43,353,9185-aports-inc,,5
"Animals Of Death

1,000",9186,43,353,9186-animals-of-death,,5
"ToxicGaming

1,000",9188,43,353,9188-toxicgaming,,5
"Janissaries

1,000",9189,43,353,9189-janissaries,,5
"The Mystics

1,000",9203,43,353,9203-the-mystics,,5
"The Hated Enemy

1,000",9204,43,353,9204-the-hated-enemy,,5
"NEET.`

1,000",9208,43,353,9208-neet,,5
"Wrist Craft

1,000",9209,43,353,9209-wrist-craft,,5
"[A]nimal[I]nsticnt

1,000",9214,43,353,9214-a-nimal-i-nsticnt,,5
"Dream Cancer

1,000",9216,43,353,9216-dream-cancer,,5
"Aliens.India

1,000",9218,43,353,9218-aliens-india,,5
"Astēr Citi

1,000",9224,43,353,9224-ast-r-citi,,5
"Art of Darkness

1,000",9226,43,353,9226-art-of-darkness,,5
"New Era Philippines

1,000",9228,43,353,9228-new-era-philippines,,5
"Ramrod Team

1,000",9231,43,353,9231-ramrod-team,,5
"BET LORDZ

1,000",9232,43,353,9232-bet-lordz,,5
"FriendsOfGod

1,000",9235,43,353,9235-friendsofgod,,5
"JuiceColored.Gaming

1,000",9237,43,353,9237-juicecolored-gaming,,5
"Pain on D'Neck

1,000",9241,43,353,9241-pain-on-d-neck,,5
"SULTAN

1,000",9242,43,353,9242-sultan,,5
"yes

1,000",9252,43,353,9252-yes,,5
"Xtreme Desolating Troops

1,000",9254,43,353,9254-xtreme-desolating-troops,,5
"FreeParley.Dota2

1,000",9255,43,353,9255-freeparley-dota2,,5
"The best Pro Team

1,000",9256,43,353,9256-the-best-pro-team,,5
"ThRoWGaMerZ

1,000",9265,43,353,9265-throwgamerz,,5
"Throwback

1,000",9268,43,353,9268-throwback,,5
"Dota2GamersLeague

1,000",9275,43,353,9275-dota2gamersleague,,5
"CP-Aw†z

1,000",9277,43,353,9277-cp-aw-z,,5
"obelisk37

1,000",9279,43,353,9279-obelisk37,,5
"GoD of Doctors

1,000",9281,43,353,9281-god-of-doctors,,5
"Success Is Not Final

1,000",9283,43,353,9283-success-is-not-final,,5
"Real Intense Gaming

1,000",9294,43,353,9294-real-intense-gaming,,5
"HistoryMakers

1,000",9295,43,353,9295-historymakers,,5
"Normalno Delai Normalno Budet

1,000",9300,43,353,9300-normalno-delai-normalno-budet,,5
"beWOLF

1,000",9301,43,353,9301-bewolf,,5
"SuperSticks

1,000",9308,43,353,9308-supersticks,,5
"Grand noob Gaming

1,000",9309,43,353,9309-grand-noob-gaming,,5
"Team Bogart

1,000",9310,43,353,9310-team-bogart,,5
"BintuluEagles Dota2

1,000",9312,43,353,9312-bintulueagles-dota2,,5
"Dilligaf Gamers

1,000",9313,43,353,9313-dilligaf-gamers,,5
"#BRT

1,000",9316,43,353,9316-brt,,5
"AirWalk Gaming

1,000",9317,43,353,9317-airwalk-gaming,,5
"Qwerty_ru

1,000",9318,43,353,9318-qwerty-ru,,5
"YeQu.Gaming

1,000",9327,43,353,9327-yequ-gaming,,5
"Exiled Warrior

1,000",9330,43,353,9330-exiled-warrior,,5
"Riot Gaming

1,000",9331,43,353,9331-riot-gaming,,5
"Mercury Gaming

1,000",9334,43,353,9334-mercury-gaming,,5
"Core Destiny

1,000",9335,43,353,9335-core-destiny,,5
"First Aid Kit

1,000",9336,43,353,9336-first-aid-kit,,5
"UIN Community

1,000",9339,43,353,9339-uin-community,,5
"GME - Gaming

1,000",9341,43,353,9341-gme-gaming,,5
"Night†Fury

1,000",9343,43,353,9343-night-fury,,5
"High Class.ec

1,000",9349,43,353,9349-high-class-ec,,5
"Not Suitable For Work

1,000",9350,43,353,9350-not-suitable-for-work,,5
"TiTan S

1,000",9351,43,353,9351-titan-s,,5
"Na'vi.PH

1,000",9361,43,353,9361-na-vi-ph,,5
"Fu$![o]N

1,000",9362,43,353,9362-fu-o-n,,5
"Warriors of the Ancient

1,000",9364,43,353,9364-warriors-of-the-ancient,,5
"Kelinci X7

1,000",9365,43,353,9365-kelinci-x7,,5
"4LeafClover Prodigy

1,000",9368,43,353,9368-4leafclover-prodigy,,5
"WalkingThroughFlamE

1,000",9369,43,353,9369-walkingthroughflame,,5
"Duro de Domar Team

1,000",9372,43,353,9372-duro-de-domar-team,,5
"DEATH CLAN

1,000",9373,43,353,9373-death-clan,,5
"Baleleng

1,000",9374,43,353,9374-baleleng,,5
"Carnage Vindication

1,000",9375,43,353,9375-carnage-vindication,,5
"Raise My Rage

1,000",9376,43,353,9376-raise-my-rage,,5
"FapKings

1,000",9379,43,353,9379-fapkings,,5
"Bounty Hunters

1,000",9382,43,353,9382-bounty-hunters,,5
"We Are Here !

1,000",9383,43,353,9383-we-are-here,,5
"Zodiacs

1,000",9384,43,353,9384-zodiacs,,5
"Qwertzxc

1,000",9385,43,353,9385-qwertzxc,,5
"Landang Benignet Champorado

1,000",9386,43,353,9386-landang-benignet-champorado,,5
"DreamBIG

1,000",9388,43,353,9388-dreambig,,5
"Nova4

1,000",9390,43,353,9390-nova4,,5
"fsdf zss aasdad

1,000",9391,43,353,9391-fsdf-zss-aasdad,,5
"Pandora Gaming

1,000",9396,43,353,9396-pandora-gaming,,5
"New Foundations

1,000",9398,43,353,9398-new-foundations,,5
"Hunter Ranger

1,000",9399,43,353,9399-hunter-ranger,,5
"The Golden Apple

1,000",9423,43,353,9423-the-golden-apple,,5
"Amity of Lycan

1,000",9427,43,353,9427-amity-of-lycan,,5
"Old School Team.

1,000",9429,43,353,9429-old-school-team,,5
"trust.faith

1,000",9430,43,353,9430-trust-faith,,5
"The Meltdown

1,000",9435,43,353,9435-the-meltdown,,5
"Courage

1,000",9437,43,353,9437-courage,,5
"VIRGINS OF ISRAEL

1,000",9438,43,353,9438-virgins-of-israel,,5
"Team DAVAY

1,000",9441,43,353,9441-team-davay,,5
"Cream Carnival

1,000",9442,43,353,9442-cream-carnival,,5
"Astral

1,000",9445,43,353,9445-astral,,5
"KocengRembes

1,000",9447,43,353,9447-kocengrembes,,5
"Peter Squad

1,000",9449,43,353,9449-peter-squad,,5
"Cross+Over

1,000",9452,43,353,9452-cross-over,,5
"We Nepali

1,000",9453,43,353,9453-we-nepali,,5
"Biscucuy Gaming

1,000",9458,43,353,9458-biscucuy-gaming,,5
"Scrub Tier Doto

1,000",9460,43,353,9460-scrub-tier-doto,,5
"SOYUZ Team Dota 2

1,000",9464,43,353,9464-soyuz-team-dota-2,,5
"Crazy Ivan

1,000",9466,43,353,9466-crazy-ivan,,5
"TaRa Yakisoba

1,000",9468,43,353,9468-tara-yakisoba,,5
"XBURN

1,000",9470,43,353,9470-xburn,,5
"Pro Elite Gamer

1,000",9471,43,353,9471-pro-elite-gamer,,5
"No introduction Needed

1,000",9473,43,353,9473-no-introduction-needed,,5
"We made Lagends

1,000",9475,43,353,9475-we-made-lagends,,5
"Braavo

1,000",9477,43,353,9477-braavo,,5
"aasd

1,000",9478,43,353,9478-aasd,,5
"Eternal Sun

1,000",9479,43,353,9479-eternal-sun,,5
"shitkovskaja.gaming

1,000",9481,43,353,9481-shitkovskaja-gaming,,5
"Virus.d4rkxyy-

1,000",9488,43,353,9488-virus-d4rkxyy,,5
"[T]HE BES[T]

1,000",9489,43,353,9489-t-he-bes-t,,5
"Arcane Gaming Philippines

1,000",9490,43,353,9490-arcane-gaming-philippines,,5
"Team-3D.

1,000",9496,43,353,9496-team-3d,,5
"RevengeDota - PH

1,000",9509,43,353,9509-revengedota-ph,,5
"POWER SUPPLY

1,000",9511,43,353,9511-power-supply,,5
"Elysium Gaming B

1,000",9512,43,353,9512-elysium-gaming-b,,5
"CriticalPro

1,000",9518,43,353,9518-criticalpro,,5
"Native Ninja

1,000",9521,43,353,9521-native-ninja,,5
"CriMinaL Gaming

1,000",9522,43,353,9522-criminal-gaming,,5
"Shrewd Team

1,000",9530,43,353,9530-shrewd-team,,5
"New xperimen Role

1,000",9531,43,353,9531-new-xperimen-role,,5
"comebackking

1,000",9534,43,353,9534-comebackking,,5
"Fire Pegasus

1,000",9538,43,353,9538-fire-pegasus,,5
"EMORAGE

1,000",9540,43,353,9540-emorage,,5
"Jimmy+4

1,000",9542,43,353,9542-jimmy-4,,5
"Glory Point

1,000",9558,43,353,9558-glory-point,,5
"For VendeTTa

1,000",9559,43,353,9559-for-vendetta,,5
"Plexity

1,000",9560,43,353,9560-plexity,,5
"Drunken Feeders

1,000",9564,43,353,9564-drunken-feeders,,5
"Unafraid

1,000",9592,43,353,9592-unafraid,,5
"FelMysT

1,000",9595,43,353,9595-felmyst,,5
"THE DECIDERS

1,000",9607,43,353,9607-the-deciders,,5
"Medan Wolves Gaming

1,000",9612,43,353,9612-medan-wolves-gaming,,5
"Lovely Angel Net Cafe

1,000",9613,43,353,9613-lovely-angel-net-cafe,,5
"Hidden

1,000",9615,43,353,9615-hidden,,5
"SPAT Gaming

1,000",9616,43,353,9616-spat-gaming,,5
"HARDCLAN83

1,000",9617,43,353,9617-hardclan83,,5
"MEX-MEN

1,000",9621,43,353,9621-mex-men,,5
"ZonaRoja.ATV.tv

1,000",9627,43,353,9627-zonaroja-atv-tv,,5
"InstinctGaming

1,000",9659,43,353,9659-instinctgaming,,5
"DOMPES

1,000",9667,43,353,9667-dompes,,5
"CODEX GIGA

1,000",9676,43,353,9676-codex-giga,,5
"EXODUS FROST

1,000",9681,43,353,9681-exodus-frost,,5
"Soverien

1,000",9696,43,353,9696-soverien,,5
"Ability Gaming

1,000",9704,43,353,9704-ability-gaming,,5
"siMz

1,000",9712,43,353,9712-simz,,5
"lion

1,000",9724,43,353,9724-lion,,5
"Vicious Intent

1,000",9735,43,353,9735-vicious-intent,,5
"Never Ever Surrender

1,000",9736,43,353,9736-never-ever-surrender,,5
"no_mercy

1,000",9743,43,353,9743-no-mercy,,5
"Be More Happy e-Sports

1,000",9914,43,353,9914-be-more-happy-e-sports,,5
"Jalam Khar

1,000",9961,43,353,9961-jalam-khar,,5
"Excelsis

1,000",9972,43,353,9972-excelsis,,5
"Linh

1,000",10028,43,353,10028-linh,,5
"Severity.

1,000",10029,43,353,10029-severity,,5
"Legend Novel

1,000",10032,43,353,10032-legend-novel,,5
"Hydra Gaming

1,000",10041,43,353,10041-hydra-gaming,,5
"Gathering of Herodicks

1,000",10072,43,353,10072-gathering-of-herodicks,,5
"TeaM PucK

1,000",10118,43,353,10118-team-puck,,5
"Primal Team

1,000",10155,43,353,10155-primal-team,,5
"Let's us FEED

1,000",10178,43,353,10178-let-s-us-feed,,5
"Philippines(old)

1,000",10183,43,353,10183-philippines-old,,5
"Invincible United

1,000",10193,43,353,10193-invincible-united,,5
"Unity

1,000",10202,43,353,10202-unity,,5
"Distinct Gaming

1,000",10205,43,353,10205-distinct-gaming,,5
"BG Masters

1,000",10206,43,353,10206-bg-masters,,5
"No.Excuse*REBORN

1,000",10213,43,353,10213-no-excuse-reborn,,5
"LeGend'S [Never] Die

1,000",10219,43,353,10219-legend-s-never-die,,5
"Indonesian Noob Team

1,000",10220,43,353,10220-indonesian-noob-team,,5
"NoExcuse-REBORN

1,000",10221,43,353,10221-noexcuse-reborn,,5
"Black2x

1,000",10222,43,353,10222-black2x,,5
"jj

1,000",10229,43,353,10229-jj,,5
"Team WangBu

1,000",10239,43,353,10239-team-wangbu,,5
"Hazard

1,000",10240,43,353,10240-hazard,,5
"Super Gaming

1,000",10248,43,353,10248-super-gaming,,5
"eXodus^main

1,000",10251,43,353,10251-exodus-main,,5
"Androids Team

1,000",10263,43,353,10263-androids-team,,5
"KingdomOfVegiredw

1,000",10274,43,353,10274-kingdomofvegiredw,,5
"Milky Way Galaxy

1,000",10281,43,353,10281-milky-way-galaxy,,5
"Pekto Revenge. PH

1,000",10408,43,353,10408-pekto-revenge-ph,,5
"#Rebels.ir

1,000",10433,43,353,10433-rebels-ir,,5
"DupthoZ

1,000",10458,43,353,10458-dupthoz,,5
"For Crixus

1,000",10462,43,353,10462-for-crixus,,5
"Quantum Gaming

1,000",10463,43,353,10463-quantum-gaming,,5
"Land Of Amazing

1,000",10472,43,353,10472-land-of-amazing,,5
"Team Silent

1,000",10473,43,353,10473-team-silent,,5
"MonsterGaming

1,000",10476,43,353,10476-monstergaming,,5
"Team Kappa

1,000",10483,43,353,10483-team-kappa,,5
"Exodus Xavierra

1,000",10487,43,353,10487-exodus-xavierra,,5
"Extreme Muffins

1,000",10489,43,353,10489-extreme-muffins,,5
"Nest Immortality

1,000",10495,43,353,10495-nest-immortality,,5
"League of Speds

1,000",10496,43,353,10496-league-of-speds,,5
"yongwarriors

1,000",10498,43,353,10498-yongwarriors,,5
"Octa Gaming

1,000",10505,43,353,10505-octa-gaming,,5
"Talk Dirty To Me

1,000",10510,43,353,10510-talk-dirty-to-me,,5
"Template Gaming

1,000",10516,43,353,10516-template-gaming,,5
"Dreaming of Forever

1,000",10519,43,353,10519-dreaming-of-forever,,5
"Hellfish Dota 2

1,000",10528,43,353,10528-hellfish-dota-2,,5
"WiSE

1,000",10529,43,353,10529-wise,,5
"Tuvi*

1,000",10530,43,353,10530-tuvi,,5
"Power Revenger

1,000",10539,43,353,10539-power-revenger,,5
"Couch Troops

1,000",10553,43,353,10553-couch-troops,,5
"Speed Bound

1,000",10563,43,353,10563-speed-bound,,5
"asdasdasdsad

1,000",10575,43,353,10575-asdasdasdsad,,5
"Penguin Lasers of Destruction

1,000",10580,43,353,10580-penguin-lasers-of-destruction,,5
"The Bastards Of Young

1,000",10585,43,353,10585-the-bastards-of-young,,5
"DiRE-Gaming

1,000",10591,43,353,10591-dire-gaming,,5
"Onee-G

1,000",10593,43,353,10593-onee-g,,5
"Like.A.Boss

1,000",10594,43,353,10594-like-a-boss,,5
"Crying is Free

1,000",10597,43,353,10597-crying-is-free,,5
"MMRScrubs

1,000",10598,43,353,10598-mmrscrubs,,5
"Pasukan Tubruk.ID

1,000",10600,43,353,10600-pasukan-tubruk-id,,5
"Ethereal Frost

1,000",10615,43,353,10615-ethereal-frost,,5
"Selected Crew

1,000",10616,43,353,10616-selected-crew,,5
"YouPorn

1,000",10618,43,353,10618-youporn,,5
"Gank'n'Shank

1,000",10619,43,353,10619-gank-n-shank,,5
"Cannabis Sativa

1,000",10622,43,353,10622-cannabis-sativa,,5
"TaNTRuMJaS

1,000",10628,43,353,10628-tantrumjas,,5
"Eagle Gaming

1,000",10633,43,353,10633-eagle-gaming,,5
"Seven Deadly Sins

1,000",10635,43,353,10635-seven-deadly-sins,,5
"Thunder Gaming

1,000",10659,43,353,10659-thunder-gaming,,5
"International Pub | Gaming

1,000",10660,43,353,10660-international-pub-gaming,,5
"NdoetZ Brother

1,000",10661,43,353,10661-ndoetz-brother,,5
"Kawaii Dingoes

1,000",10663,43,353,10663-kawaii-dingoes,,5
